#cosmic_gene	tier	UniProt_accession	UniProt_genes	UniProt_status	UniProt_protein_name	somatic_mutations	germline_mutations	role_TSG	role_oncogene	role_fusion protein	genetics_dominant	genetics_recessive	actionability_level	resistance_mutations	dominant_mutation_type-fusion	dominant_mutation_type-translocation	dominant_mutation_type-missense_mutations	dominant_mutation_type-splice_site_mutations	dominant_mutation_type-nonsense_mutations	dominant_mutation_type-frameshift_mutations	dominant_mutation_type-large_deletions	dominant_mutation_type-amplification	dominant_mutation_type-other_mutations	tissue_epithelial	tissue_leukaemia-lymphoma	tissue_mesenchymal	tissue_other_tissue	hallmark_angiogenesis	hallmark_replicative_immortality	hallmark_energetics	hallmark_immune_evasion	hallmark_apoptosis	hallmark_genomic_instability	hallmark_metastasis	hallmark_proliferative_signaling	hallmark_growth_suppression	hallmark_inflammation	cancer_type(s)
FNBP1	2	Q96RU3	FNBP1 FBP17 KIAA0554	reviewed	Formin-binding protein 1 (Formin-binding protein 17) (hFBP17)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
FOXA1	1	P55317	FOXA1 HNF3A TCF3A	reviewed	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	breast, prostate
FOXL2	1	P58012	FOXL2	reviewed	Forkhead box protein L2	1	0	1	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	granulosa-cell tumour of the ovary
FOXO1	1	Q12778	FOXO1 FKHR FOXO1A	reviewed	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	alveolar rhabdomyosarcoma
FOXO3	1	O43524	FOXO3 FKHRL1 FOXO3A	reviewed	Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AL
FOXO4	1	P98177	FOXO4 AFX AFX1 MLLT7	reviewed	Forkhead box protein O4 (Fork head domain transcription factor AFX1)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	AL, soft tissue sarcoma
FOXP1	1	Q9H334	FOXP1 HSPC215	reviewed	Forkhead box protein P1 (Mac-1-regulated forkhead) (MFH)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ALL
FOXR1	2	Q6PIV2	FOXR1 FOXN5 DLNB13	reviewed	Forkhead box protein R1 (Forkhead box protein N5)	1	0	0	1	1	0	0	-	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	neuroblastoma
FSTL3	1	O95633	FSTL3 FLRG UNQ674/PRO1308	reviewed	Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	B-CLL
FUBP1	1	Q96AE4	FUBP1	reviewed	Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V)	1	0	0	1	0	0	1	-	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	oligodendroglioma
FUS	1	P35637	FUS TLS	reviewed	RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	liposarcoma, AML, Ewing sarcoma, angiomatoid fibrous histiocytoma, fibromyxoid sarcoma
GAS7	1	O60861	GAS7 KIAA0394	reviewed	Growth arrest-specific protein 7 (GAS-7)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	AML*
GATA1	1	P15976	GATA1 ERYF1 GF1	reviewed	Erythroid transcription factor (Eryf1) (GATA-binding factor 1) (GATA-1) (GF-1) (NF-E1 DNA-binding protein)	1	0	1	1	0	1	0	-	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	megakaryoblastic leukaemia of Downs syndrome
GATA2	1	P23769	GATA2	reviewed	Endothelial transcription factor GATA-2 (GATA-binding protein 2)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	AML (CML blast transformation)
GATA3	1	P23771	GATA3	reviewed	Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3)	1	0	1	1	0	0	1	-	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	breast
GLI1	2	P08151	GLI1 GLI	reviewed	Zinc finger protein GLI1 (Glioma-associated oncogene) (Oncogene GLI)	1	0	0	1	1	0	0	-	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	CRC, oesophagus cancer
GMPS	2	P49915	GMPS	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
GNA11	1	P29992	GNA11 GA11	reviewed	Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11) (Guanine nucleotide-binding protein G(y) subunit alpha)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	uveal melanoma, primary central nervous system melanocytic neoplasms
GNAQ	1	P50148	GNAQ GAQ	reviewed	Guanine nucleotide-binding protein G(q) subunit alpha (Guanine nucleotide-binding protein alpha-q)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	uveal melanoma, primary central nervous system melanocytic neoplasms
GNAS	1	Q5JWF2	GNAS GNAS1	reviewed	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	pituitary adenoma, pancreatic intraductal papillary mucinous neoplasm, fibrous dysplasia
GOLGA5	1	Q8TBA6	GOLGA5 RETII RFG5 PIG31	reviewed	Golgin subfamily A member 5 (Cell proliferation-inducing gene 31 protein) (Golgin-84) (Protein Ret-II) (RET-fused gene 5 protein)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	papillary thyroid, Spitzoid tumour
GOPC	1	Q9HD26	GOPC CAL FIG	reviewed	Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	glioblastoma, cholangiocarcinoma, borderline ovarian
GPC3	1	P51654	GPC3 OCI5	reviewed	"Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Glypican-3 alpha subunit; Glypican-3 beta subunit]"	0	1	1	1	0	0	1	-	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	Wilms tumour
GPC5	2	P78333	GPC5	reviewed	Glypican-5 [Cleaved into: Secreted glypican-5]	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lung adenocarcinoma
GPHN	1	Q9NQX3	GPHN GPH KIAA1385	reviewed	"Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]"	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AL
GRIN2A	1	Q12879	GRIN2A NMDAR2A	reviewed	Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A) (hNR2A)	1	0	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	melanoma, colorectal carcinoma, gastric carcinoma, lung carcinoma
GRM3	2	Q14832	GRM3 GPRC1C MGLUR3	reviewed	Metabotropic glutamate receptor 3 (mGluR3)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	melanoma, oral SCC
H3F3A	1	P84243	"H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B"	reviewed	Histone H3.3	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	glioma
H3F3B	1	P84243	"H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B"	reviewed	Histone H3.3	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	chondroblastoma
HERPUD1	1	Q15011	HERPUD1 HERP KIAA0025 MIF1	reviewed	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein (Methyl methanesulfonate (MMF)-inducible fragment protein 1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	prostate
HEY1	1	Q9Y5J3	HEY1 BHLHB31 CHF2 HERP2 HESR1 HRT1	reviewed	Hairy/enhancer-of-split related with YRPW motif protein 1 (Cardiovascular helix-loop-helix factor 2) (CHF-2) (Class B basic helix-loop-helix protein 31) (bHLHb31) (HES-related repressor protein 1) (Hairy and enhancer of split-related protein 1) (HESR-1) (Hairy-related transcription factor 1) (HRT-1) (hHRT1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	mesenchymal chondrosarcoma
HIF1A	1	Q16665	HIF1A BHLHE78 MOP1 PASD8	reviewed	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8)	1	0	0	1	0	1	0	-	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	endometrioid carcinoma, glioblastoma, colorectal, renal, lung, pancreatic
HIP1	1	O00291	HIP1	reviewed	Huntingtin-interacting protein 1 (HIP-1) (Huntingtin-interacting protein I) (HIP-I)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	CMML, NSCLC
HIST1H3B	1	P68431	"H3C1 H3FA HIST1H3A; H3C2 H3FL HIST1H3B; H3C3 H3FC HIST1H3C; H3C4 H3FB HIST1H3D; H3C6 H3FD HIST1H3E; H3C7 H3FI HIST1H3F; H3C8 H3FH HIST1H3G; H3C10 H3FK HIST1H3H; H3C11 H3FF HIST1H3I; H3C12 H3FJ HIST1H3J"	reviewed	Histone H3.1 (Histone H3/a) (Histone H3/b) (Histone H3/c) (Histone H3/d) (Histone H3/f) (Histone H3/h) (Histone H3/i) (Histone H3/j) (Histone H3/k) (Histone H3/l)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	glioma
HIST1H4I	1	P62805	"H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4-16 HIST4H4"	reviewed	Histone H4	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NHL
HLA-A	1	P04439	HLA-A HLAA	reviewed	HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Spitzoid tumour
HLF	1	Q16534	HLF	reviewed	Hepatic leukemia factor	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ALL
HMGA1	1	P17096	HMGA1 HMGIY	reviewed	High mobility group protein HMG-I/HMG-Y (HMG-I(Y)) (High mobility group AT-hook protein 1) (High mobility group protein A1) (High mobility group protein R)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	microfollicular thyroid adenoma, various benign mesenchymal tumours
HMGA2	1	P52926	HMGA2 HMGIC	reviewed	High mobility group protein HMGI-C (High mobility group AT-hook protein 2)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	lipoma, leiomyoma, pleomorphic salivary gland adenoma
HNF1A	1	P20823	HNF1A	reviewed	Hepatocyte nuclear factor 1-alpha	1	1	1	0	0	0	1	-	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	hepatic adenoma, hepatocellular, hepatic adenoma, hepatocellular carcinoma
HNRNPA2B1	1	P22626	HNRNPA2B1 HNRPA2B1	reviewed	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	prostate
HOOK3	1	Q86VS8	HOOK3	reviewed	Protein Hook homolog 3 (h-hook3) (hHK3)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	papillary thyroid
HOXA11	1	P31270	HOXA11 HOX1I	reviewed	Homeobox protein Hox-A11 (Homeobox protein Hox-1I)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	CML
HOXA13	1	P31271	HOXA13	reviewed	Homeobox protein Hox-A13	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
HOXA9	1	P31269	HOXA9 HOX1G	reviewed	Homeobox protein Hox-A9 (Homeobox protein Hox-1G)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML*
HOXC11	1	O43248	HOXC11 HOX3H	reviewed	Homeobox protein Hox-C11 (Homeobox protein Hox-3H)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
HOXC13	1	P31276	HOXC13 HOX3G	reviewed	Homeobox protein Hox-C13 (Homeobox protein Hox-3G)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
HOXD11	1	P31277	HOXD11 HOX4F	reviewed	Homeobox protein Hox-D11 (Homeobox protein Hox-4F)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
HOXD13	1	P35453	HOXD13 HOX4I	reviewed	Homeobox protein Hox-D13 (Homeobox protein Hox-4I)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML*
HRAS	1	P01112	HRAS HRAS1	reviewed	GTPase HRas (EC 3.6.5.2) (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	1	1	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	infrequent sarcomas, rare other tumour types, rhabdomyosarcoma, ganglioneuroblastoma, bladder
HSP90AA1	1	P07900	HSP90AA1 HSP90A HSPC1 HSPCA	reviewed	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NHL
HSP90AB1	1	P08238	HSP90AB1 HSP90B HSPC2 HSPCB	reviewed	Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NHL
ID3	2	Q02535	ID3 1R21 BHLHB25 HEIR1	reviewed	DNA-binding protein inhibitor ID-3 (Class B basic helix-loop-helix protein 25) (bHLHb25) (Helix-loop-helix protein HEIR-1) (ID-like protein inhibitor HLH 1R21) (Inhibitor of DNA binding 3) (Inhibitor of differentiation 3)	1	0	1	0	0	0	0	-	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Burkitt lymphoma
IDH1	1	O75874	IDH1 PICD	reviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	glioblastoma
IDH2	1	P48735	IDH2	reviewed	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	glioblastoma
IGF2BP2	2	Q9Y6M1	IGF2BP2 IMP2 VICKZ2	reviewed	Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (Hepatocellular carcinoma autoantigen p62) (IGF-II mRNA-binding protein 2) (VICKZ family member 2)	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	lymphoma
IKBKB	1	O14920	IKBKB IKKB	reviewed	Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	SMZL
IKZF1	1	Q13422	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	reviewed	DNA-binding protein Ikaros (Ikaros family zinc finger protein 1) (Lymphoid transcription factor LyF-1)	1	0	1	0	1	1	1	-	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	ALL, DLBCL
IKZF3	1	Q9UKT9	IKZF3 ZNFN1A3	reviewed	Zinc finger protein Aiolos (Ikaros family zinc finger protein 3)	1	0	1	1	0	0	0	-	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	B-ALL, CLL
IL2	1	P60568	IL2	reviewed	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF) (Aldesleukin)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	intestinal T-cell lymphoma
IL21R	1	Q9HBE5	IL21R NILR UNQ3121/PRO10273	reviewed	Interleukin-21 receptor (IL-21 receptor) (IL-21R) (Novel interleukin receptor) (CD antigen CD360)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NHL
IL6ST	1	P40189	IL6ST	reviewed	Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	hepatocellular carcinoma
IL7R	1	P16871	IL7R	reviewed	Interleukin-7 receptor subunit alpha (IL-7 receptor subunit alpha) (IL-7R subunit alpha) (IL-7R-alpha) (IL-7RA) (CDw127) (CD antigen CD127)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	ALL, ETP ALL
IRF4	1	Q15306	IRF4 MUM1	reviewed	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MM
IRS4	1	O14654	IRS4	reviewed	Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160)	1	0	1	1	0	0	0	-	0	0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	glioma, rhabdomyosarcoma, melanoma, breast cancer, T-ALL
ISX	2	Q2M1V0	ISX RAXLX	reviewed	Intestine-specific homeobox (RAX-like homeobox)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	melanoma
ITGAV	2	P06756	ITGAV MSK8 VNRA VTNR	reviewed	"Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]"	1	0	0	0	0	0	0	-	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	large intestine carcinoma
ITK	1	Q08881	ITK EMT LYK	reviewed	Tyrosine-protein kinase ITK/TSK (EC 2.7.10.2) (Interleukin-2-inducible T-cell kinase) (IL-2-inducible T-cell kinase) (Kinase EMT) (T-cell-specific kinase) (Tyrosine-protein kinase Lyk)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	peripheral T-cell lymphoma
JAK1	1	P23458	JAK1 JAK1A JAK1B	reviewed	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)	1	0	1	1	0	1	0	-	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	ALL
JAK2	1	O60674	JAK2	reviewed	Tyrosine-protein kinase JAK2 (EC 2.7.10.2) (Janus kinase 2) (JAK-2)	1	0	0	1	1	1	0	2	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	ALL, AML, MPN,  CML
JAK3	1	P52333	JAK3	reviewed	Tyrosine-protein kinase JAK3 (EC 2.7.10.2) (Janus kinase 3) (JAK-3) (Leukocyte janus kinase) (L-JAK)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	acute megakaryocytic leukaemia, ETP ALL
JAZF1	2	Q86VZ6	JAZF1 TIP27 ZNF802	reviewed	Juxtaposed with another zinc finger protein 1 (TAK1-interacting protein 27) (Zinc finger protein 802)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	endometrial stromal tumour
JUN	1	P05412	JUN	reviewed	Transcription factor Jun (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (Transcription factor AP-1 subunit Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39)	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	sarcoma
KAT6A	1	Q92794	KAT6A MOZ MYST3 RUNXBP2 ZNF220	reviewed	Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
KAT6B	1	Q8WYB5	KAT6B KIAA0383 MORF MOZ2 MYST4	reviewed	Histone acetyltransferase KAT6B (EC 2.3.1.48) (Histone acetyltransferase MOZ2) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Monocytic leukemia zinc finger protein-related factor)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	AML, leiomyoma
KAT7	2	O95251	KAT7 HBO1 HBOa MYST2	reviewed	Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	CCRCC
KCNJ5	1	P48544	KCNJ5 GIRK4	reviewed	G protein-activated inward rectifier potassium channel 4 (GIRK-4) (Cardiac inward rectifier) (CIR) (Heart KATP channel) (Inward rectifier K(+) channel Kir3.4) (IRK-4) (KATP-1) (Potassium channel, inwardly rectifying subfamily J member 5)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	adrenal adenoma
KDM5A	1	P29375	KDM5A JARID1A RBBP2 RBP2	reviewed	Lysine-specific demethylase 5A (EC 1.14.11.67) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
