UniProt	DeePhase
Q8WV93	0.356
O75131	0.356
Q13520	0.356
Q9BTX3	0.356
Q9NSG2	0.356
A0A075B6U7	0.356
Q9BZ19	0.356
Q658K8	0.356
Q15067	0.356
Q13021	0.356
P30536	0.356
Q6UY11	0.356
Q9H6D7	0.356
Q96DC7	0.357
O00471	0.357
O14508	0.357
P0C875	0.357
Q86UF1	0.357
Q8WWB7	0.357
Q9H5I1	0.357
P48594	0.357
P56706	0.357
Q96IZ6	0.357
P37173	0.357
Q6P4F1	0.357
P22792	0.357
A0A0A0MT87	0.357
A0N4X5	0.357
Q9Y6A2	0.357
Q8N801	0.357
Q8N8J7	0.357
P19883	0.357
Q9H6U8	0.357
Q7Z5J8	0.357
P10144	0.357
Q12884	0.358
Q9NRG0	0.358
Q495M3	0.358
Q9BQ04	0.358
Q9HCN4	0.358
Q9NRG4	0.358
P43250	0.358
Q96D96	0.358
P01344	0.358
Q4G0I0	0.358
Q6UXK5	0.358
O75829	0.358
P0CJ76	0.358
Q8N4A0	0.358
Q9BZD4	0.358
Q6P9G4	0.358
Q30201	0.358
O75570	0.358
O00300	0.358
Q9HC98	0.359
Q15904	0.359
Q13617	0.359
Q6UXV4	0.359
Q9P1W8	0.359
Q9NNW5	0.359
Q96S42	0.359
Q4G0T1	0.359
O14569	0.359
Q9UKJ8	0.359
P05783	0.359
Q86UY8	0.359
Q02556	0.359
Q8IWA4	0.359
Q8N257	0.359
O75448	0.359
O95484	0.359
Q2M3D2	0.359
O75355	0.359
A6NFQ2	0.36
P0DMU8	0.36
Q8IVS8	0.36
P56282	0.36
Q16143	0.36
Q8N6M8	0.36
Q8NG95	0.36
Q86VH4	0.36
O94817	0.36
A0A075B6Z2	0.36
Q8NH08	0.36
Q49A33	0.36
Q9H963	0.36
P0DMU7	0.36
P11678	0.36
Q969X6	0.36
P0DMV0	0.36
Q8NHZ8	0.36
O00182	0.36
P11230	0.36
Q9NYW0	0.36
A5D8W1	0.361
Q9UJX0	0.361
O60882	0.361
Q7L8L6	0.361
Q0VAA2	0.361
Q9BUW7	0.361
Q9NPP4	0.361
Q969E3	0.361
O96006	0.361
P62917	0.361
Q12788	0.361
Q8NGS1	0.361
Q96G03	0.361
Q96NS5	0.361
P42685	0.361
P62847	0.361
P17706	0.361
Q9HAA7	0.361
A8MWK0	0.361
P04746	0.361
Q6UY18	0.361
Q6ZMU5	0.361
A6NN92	0.361
Q8N7R7	0.362
P42681	0.362
Q14393	0.362
Q9Y2Z0	0.362
P46092	0.362
Q8WX77	0.362
Q96LI5	0.362
Q6NUK4	0.362
O95897	0.362
Q03519	0.362
Q96NT0	0.362
Q8NGH7	0.362
P0CF97	0.362
P14061	0.362
Q14240	0.362
P48145	0.362
Q9GZP0	0.362
O14793	0.362
Q6ZW61	0.362
Q5H9S7	0.362
Q9NQ89	0.362
Q9Y324	0.362
Q86XS5	0.362
Q6UXF7	0.362
Q9Y6M9	0.363
P21128	0.363
Q9BT04	0.363
Q9Y5E6	0.363
Q6PP77	0.363
Q9H2X3	0.363
Q01892	0.363
Q4VC12	0.363
P62256	0.363
Q9NY57	0.363
P35858	0.363
Q8WZ82	0.363
Q8N1B3	0.363
Q9NP60	0.363
Q9HCL2	0.363
P83436	0.363
Q8NH57	0.363
Q8N6K0	0.363
P62633	0.363
A0A1B0GUX0	0.363
A0A6Q8PHS2	0.363
Q04446	0.363
Q9NPB8	0.363
Q9BTY2	0.364
Q9Y5U5	0.364
Q96EY8	0.364
Q9NPB9	0.364
Q9Y262	0.364
P53675	0.364
Q9UBU2	0.364
Q8NI28	0.364
P59540	0.364
Q5VZM2	0.364
P46459	0.364
P04201	0.364
Q9UBB6	0.364
Q96L03	0.364
Q8IWB1	0.364
Q53HI1	0.364
B6SEH8	0.364
Q9HAN9	0.364
Q6UWU2	0.364
Q96FC7	0.364
Q9Y519	0.364
Q93045	0.364
Q6P1Q9	0.364
Q00LT1	0.365
Q5SWX8	0.365
Q8NHU0	0.365
Q96FL9	0.365
Q8NEQ5	0.365
Q8IUF1	0.365
P59542	0.365
Q5PT55	0.365
Q9C019	0.365
Q8NGP0	0.365
Q9UF12	0.365
Q6ZP68	0.365
Q9BS26	0.365
Q8TCB6	0.365
Q8NFF5	0.365
P11498	0.365
Q6XQN6	0.365
A0A1B0GUU1	0.365
Q8NCI6	0.366
Q15118	0.366
P43034	0.366
Q8IZL9	0.366
Q96EF0	0.366
Q9H9E3	0.366
P20594	0.366
Q9Y6M0	0.366
P0CJ77	0.366
Q96JX3	0.366
P41595	0.366
Q6X9E4	0.366
Q5GFL6	0.366
Q8NBF2	0.366
Q9Y5P2	0.366
A0A804HJP8	0.366
Q5VVQ6	0.366
Q96BW9	0.366
Q9H7H0	0.366
Q9H9A6	0.366
O95136	0.366
Q9HAT2	0.367
Q9HCM9	0.367
Q6IPW1	0.367
Q7L0Y3	0.367
P0CH99	0.367
Q6UXR8	0.367
O43915	0.367
P22102	0.367
Q69YG0	0.367
Q9H0A6	0.367
A8MVW5	0.367
P25789	0.367
Q6ZN28	0.367
A0A8V8TPW1	0.367
Q8WWZ4	0.367
O60637	0.367
P58418	0.367
Q9HCU8	0.367
Q9NYW3	0.367
P55290	0.367
Q9NQE7	0.367
Q9NYW2	0.367
Q8NCR0	0.367
P60321	0.367
P48723	0.367
Q5T1S8	0.367
Q9NRJ3	0.367
Q9Y271	0.367
Q6PIZ9	0.367
Q6ZV80	0.367
Q9GZQ4	0.367
Q9Y6Q1	0.367
Q15391	0.367
Q6P461	0.367
Q5T9Z0	0.367
P51684	0.368
Q13395	0.368
P03891	0.368
Q16557	0.368
P10619	0.368
Q96TA0	0.368
Q9NQ39	0.368
P0DTE7	0.368
Q8N2R0	0.368
P19387	0.368
P50416	0.368
Q9Y548	0.368
P48059	0.368
P01258	0.368
P0DUB6	0.368
Q15738	0.368
Q8NGG5	0.368
O95672	0.368
Q9HC97	0.368
P0DTE8	0.368
Q5VZF2	0.368
Q8N402	0.368
A0A7I2V6D3	0.368
P32238	0.368
P11216	0.368
P43115	0.368
Q969Y2	0.368
Q49A17	0.368
Q9BX46	0.368
P28330	0.369
O60573	0.369
P0CG08	0.369
Q8NB12	0.369
Q15293	0.369
P46781	0.369
P37802	0.369
Q7Z6M3	0.369
Q96N20	0.369
Q8NH70	0.369
Q96PN6	0.369
Q969S6	0.369
O95838	0.369
P61587	0.369
P24385	0.369
B7ZAQ6	0.369
Q5TGI4	0.369
O14520	0.369
Q9Y5E9	0.369
Q504Y0	0.369
O14753	0.369
Q9BQE3	0.369
Q9Y5Z0	0.369
Q9NR96	0.369
Q6NSJ0	0.369
Q12864	0.369
A0A1B0GUJ8	0.369
Q99447	0.369
P09681	0.37
A0A075B6V1	0.37
Q99615	0.37
Q86XM0	0.37
Q5HYN5	0.37
Q9NUH8	0.37
A0A075B712	0.37
P31751	0.37
Q6ZNI0	0.37
Q8NH59	0.37
Q13216	0.37
Q6UWY0	0.37
Q2TB18	0.37
Q8TCF1	0.37
Q9HA92	0.37
Q8IYQ7	0.37
Q9NS26	0.37
P59090	0.37
Q12891	0.37
Q8IVY1	0.37
A6NHA9	0.37
P62314	0.371
P58005	0.371
A8MUZ8	0.371
Q9BWF3	0.371
O43812	0.371
Q6DN72	0.371
Q9C0K7	0.371
P0C864	0.371
P21145	0.371
P00740	0.371
P60033	0.371
Q9NPH3	0.371
Q9H1C0	0.371
Q8NC38	0.371
Q9HC29	0.371
Q9NR56	0.371
Q6PEW0	0.372
O95926	0.372
O43825	0.372
P0DSN6	0.372
Q9GZS1	0.372
Q5SRH9	0.372
Q92542	0.372
Q6ZN79	0.372
P17301	0.372
Q9UHX3	0.372
Q6UWH6	0.372
A6NCK2	0.372
Q96BQ3	0.372
Q9H7X2	0.372
Q8WXS4	0.372
Q9NWB7	0.372
P34820	0.372
Q9P2W7	0.372
Q86WS5	0.372
Q9NTN3	0.372
Q8NH54	0.372
E5RJ46	0.373
O95182	0.373
P43657	0.373
Q6ZPD9	0.373
Q9NVR2	0.373
Q7Z602	0.373
P11117	0.373
P30874	0.373
Q8NGH6	0.373
Q68CZ6	0.373
P01861	0.373
Q9Y285	0.373
O95932	0.373
A0PG75	0.373
A0A075B6W1	0.373
Q8IUA0	0.373
O95456	0.373
A4D126	0.373
Q3MIP1	0.373
P25105	0.373
Q9NYV8	0.373
A0PK11	0.373
Q9NRC1	0.373
Q9UBM7	0.373
Q8NG97	0.373
P12814	0.373
P08582	0.373
Q14832	0.373
Q587J8	0.373
O00574	0.373
P09913	0.373
Q9Y5F1	0.373
Q92905	0.374
Q6ZTB9	0.374
Q9NRK6	0.374
Q8TDN1	0.374
Q8TCJ0	0.374
Q9Y3E0	0.374
Q5T2T1	0.374
O75325	0.374
P39086	0.374
Q01718	0.374
Q71RH2	0.374
Q8NGH8	0.374
P33993	0.374
Q5TEZ4	0.374
Q5BLP8	0.374
A0A075B6W4	0.374
Q8NI36	0.374
Q9NRQ5	0.374
Q8NGJ6	0.374
A0A1B0GUZ9	0.374
Q13049	0.374
Q6ZRC1	0.374
Q9Y4C2	0.374
P25092	0.374
Q9BY15	0.375
P15289	0.375
Q5T9L3	0.375
O00755	0.375
Q9UKG9	0.375
O60294	0.375
P04070	0.375
A0A075B6W7	0.375
Q4KMQ2	0.375
P30989	0.375
Q7Z443	0.375
Q9Y5E7	0.375
Q6ZUI0	0.375
Q8NH63	0.375
Q9NP58	0.375
P50750	0.375
P22570	0.375
Q969S9	0.375
P52743	0.375
Q9BQS6	0.375
Q16581	0.375
Q7Z2X4	0.375
Q96GW9	0.375
Q5VU65	0.375
P42127	0.375
Q8NHB7	0.375
Q9UI12	0.375
P48449	0.375
A0A1B0GVY4	0.375
P31431	0.375
Q9Y675	0.375
O00410	0.375
A1L0T0	0.375
A6NIJ9	0.375
A0A075B6Y1	0.376
O43827	0.376
P30542	0.376
P19075	0.376
Q9Y6K8	0.376
Q15814	0.376
Q8N271	0.376
Q8NGI4	0.376
P30556	0.376
Q9Y5L3	0.376
P55061	0.376
O14980	0.376
Q6UWW8	0.376
O43299	0.376
O75840	0.376
Q08AH1	0.377
Q9H313	0.377
Q92748	0.377
Q9Y2U9	0.377
Q86YC3	0.377
Q9H4A4	0.377
Q16763	0.377
Q9UPQ4	0.377
Q9Y2Z2	0.377
Q9NQT6	0.377
P26572	0.377
P04062	0.377
Q9BZ68	0.377
Q8N6Q3	0.377
A6NEN9	0.377
Q6Q6R5	0.377
P60508	0.377
Q12982	0.377
P19961	0.377
A0A075B711	0.377
Q9HBV2	0.377
Q9NZB8	0.377
O95006	0.377
Q07960	0.377
Q29983	0.377
Q12769	0.378
Q14831	0.378
O00469	0.378
Q96DZ1	0.378
Q7RTW8	0.378
A0PJX4	0.378
Q5U649	0.378
Q8TDW4	0.378
Q9NVV4	0.378
Q9BRK0	0.378
A6NES4	0.378
A8MTZ0	0.378
Q8IYT2	0.378
P30926	0.378
Q9UIA9	0.378
Q99677	0.378
Q13253	0.378
Q9BU68	0.378
Q9NNX6	0.378
P51797	0.378
Q641Q3	0.378
P04921	0.378
Q494R0	0.378
P59538	0.378
Q9P2J3	0.378
Q8TAC9	0.378
P57678	0.379
O75534	0.379
Q13838	0.379
Q93084	0.379
O00341	0.379
Q6ZWL3	0.379
O95970	0.379
P60507	0.379
Q9BVK8	0.379
P53801	0.379
Q0D2K2	0.379
Q92535	0.379
P08727	0.379
P51955	0.379
P54852	0.379
Q8NFD2	0.379
Q9UNQ2	0.379
P0DTE0	0.379
Q86TN4	0.379
Q9NX14	0.379
Q92544	0.379
A0A3B3IT45	0.379
A0A075B6X8	0.379
Q5T750	0.379
Q13619	0.379
Q9NXF1	0.379
Q8NGC6	0.379
Q6IEV9	0.38
Q14765	0.38
O60243	0.38
Q9C0B6	0.38
Q8IXM6	0.38
P13349	0.38
Q4G0N7	0.38
Q6ZN44	0.38
P23258	0.38
Q8N6Y1	0.38
Q6NS38	0.38
A1L1A6	0.38
P48745	0.38
P49116	0.38
Q8NGU4	0.38
A0A1B0GVM2	0.38
Q15077	0.38
Q8IY47	0.38
P15907	0.38
P51843	0.38
P53634	0.38
P35609	0.38
P07510	0.38
A0A0A0MT93	0.38
Q9ULC6	0.38
P30281	0.38
P56159	0.38
A0A0A0MTA3	0.381
P0CI00	0.381
Q9Y2U2	0.381
Q9NVX2	0.381
Q15256	0.381
Q8TE54	0.381
P47775	0.381
P54868	0.381
A8K010	0.381
Q9HD45	0.381
O14649	0.381
Q9BTX7	0.381
Q5VVX9	0.381
Q92966	0.381
Q9ULX5	0.381
A0A2R8Y4M2	0.381
Q14533	0.381
P16118	0.381
A0A075B6Y5	0.381
Q9UMR7	0.381
Q9Y697	0.381
Q9UDY8	0.381
Q6PHW0	0.381
Q5JTY5	0.381
O75264	0.381
Q9H1J7	0.381
Q7Z5Y6	0.381
Q3KNW1	0.381
A6ND01	0.381
P23786	0.381
P35913	0.382
Q9Y2B9	0.382
O15303	0.382
Q9NQT4	0.382
Q49AG3	0.382
Q8N699	0.382
O15551	0.382
P02788	0.382
Q8NBU5	0.382
Q4V339	0.382
P46091	0.382
Q9BXI9	0.382
A6NDL8	0.382
Q8NFV4	0.382
Q86YW0	0.382
P0DPK4	0.382
Q8WTX7	0.382
O60909	0.382
Q9NQ94	0.382
Q13421	0.382
Q9UN67	0.382
Q9HC24	0.382
P47813	0.382
O60516	0.382
O00463	0.382
Q8NCW6	0.383
A0A075B706	0.383
P07992	0.383
A0A0A0MT85	0.383
Q96PS8	0.383
P11150	0.383
Q9BXC1	0.383
O14602	0.383
Q9Y5W7	0.383
Q6UX98	0.383
Q6ZNC8	0.383
Q8WTV0	0.383
P59543	0.383
Q9NZH6	0.383
Q96RJ0	0.383
Q9BSA4	0.383
Q3LI81	0.383
P05164	0.383
A0A075B6W6	0.383
A0N4Z7	0.383
Q8NGK9	0.383
Q8NGP6	0.383
P51654	0.383
Q9BY19	0.384
P59539	0.384
P54849	0.384
Q8TCS8	0.384
O00622	0.384
Q6YI46	0.384
A0A075B713	0.384
Q6UWF7	0.384
Q00169	0.384
P28336	0.384
Q14416	0.384
Q99829	0.384
Q14330	0.384
Q9UQ74	0.384
P18509	0.384
Q9BXA5	0.384
Q96KV6	0.384
Q92806	0.384
P78385	0.384
Q8NGS8	0.384
Q969N2	0.384
Q6P3X3	0.384
P60329	0.384
P07766	0.384
P78345	0.384
P49447	0.384
O14618	0.384
Q13002	0.384
Q8WU49	0.384
Q96NS8	0.384
P31358	0.384
P57764	0.385
Q6NSX1	0.385
Q9ULZ1	0.385
Q9BSE5	0.385
Q8N8U9	0.385
Q9P055	0.385
P32246	0.385
Q7Z7N9	0.385
Q9H9Q2	0.385
P09960	0.385
P49758	0.385
Q5VUE5	0.385
O95170	0.385
O43315	0.385
Q9NPI5	0.385
Q93097	0.385
Q9Y3R4	0.385
Q9QC07	0.385
Q5VUM1	0.385
Q9UI17	0.385
Q9H342	0.385
A0A0C4DH63	0.385
Q658N2	0.385
Q8NH18	0.385
Q9H0S4	0.385
P61247	0.385
Q9H4I0	0.385
Q53H80	0.385
Q687X5	0.385
Q9NYU1	0.385
Q9NV12	0.385
Q8NHB8	0.385
P42704	0.385
Q9BV87	0.386
O15379	0.386
Q9H3S5	0.386
Q9UHF5	0.386
P37288	0.386
Q9BQP9	0.386
Q9C0E2	0.386
A0A075B6X0	0.386
Q96T55	0.386
Q92696	0.386
Q92782	0.386
Q8IWF6	0.386
Q9NYW6	0.386
Q8NFY9	0.386
O95972	0.386
Q53FZ2	0.386
Q9BVK2	0.386
Q9UBR2	0.386
Q8NE79	0.386
O00584	0.386
Q8NGS9	0.386
Q8NG77	0.386
Q8IYS2	0.386
A0A1W2PRN6	0.386
P04629	0.386
Q13325	0.386
Q9Y233	0.387
Q96BZ4	0.387
Q8TBX8	0.387
Q8N8Q1	0.387
O75506	0.387
P22894	0.387
Q16134	0.387
Q99259	0.387
P00973	0.387
P59541	0.387
A0A1B0GVB3	0.387
Q8NEZ3	0.387
P56750	0.387
Q8NGP4	0.387
A0A075B6W2	0.387
O95433	0.387
P35462	0.387
Q8NGV5	0.387
P41208	0.387
Q8N682	0.387
Q8TAP6	0.387
A6NMB1	0.387
P56211	0.387
O00206	0.387
P01857	0.387
P46977	0.387
Q99538	0.387
P17568	0.387
P41221	0.387
Q96PH1	0.387
Q15629	0.387
Q9H819	0.387
P45452	0.387
Q3ZCT8	0.387
P55786	0.387
Q5TAB7	0.387
A0A075B6V8	0.388
P51970	0.388
Q99784	0.388
O75251	0.388
A6NK02	0.388
Q9UNX3	0.388
A8MX34	0.388
A0A075B6U8	0.388
Q9Y291	0.388
Q8NEA5	0.388
Q5T4I8	0.388
Q9H5L6	0.388
Q86XI2	0.388
A0A075B6W8	0.388
P22557	0.388
Q9Y3P8	0.388
A2RRH5	0.388
Q9Y2M5	0.388
P12314	0.388
A6NET4	0.388
Q96F44	0.388
Q9NP92	0.388
Q9Y257	0.388
Q9UFW8	0.388
Q9Y251	0.389
P19320	0.389
P21462	0.389
P0C628	0.389
P55089	0.389
Q6P1A2	0.389
Q14392	0.389
A8MWA4	0.389
P51160	0.389
Q8NGF0	0.389
Q9NX77	0.389
A0A075B704	0.389
P55345	0.389
P0DO92	0.389
P78383	0.389
Q9NXP7	0.389
P30954	0.389
Q86SQ4	0.389
P51398	0.389
Q7L7V1	0.389
Q96R69	0.389
Q99965	0.389
O00142	0.389
Q15842	0.389
A0A087X096	0.389
Q6PEY1	0.389
Q8IZS8	0.389
P14735	0.389
Q9H6A0	0.39
Q8NH21	0.39
Q86Y56	0.39
A0A075B6V3	0.39
A0A8I5KQE6	0.39
P0C7T3	0.39
Q7Z5H4	0.39
P19237	0.39
O76009	0.39
P52565	0.39
Q96HS1	0.39
Q9BXL8	0.39
Q9H3V2	0.39
Q3SY05	0.39
Q6ISS4	0.39
Q9H344	0.39
P34969	0.39
O43511	0.39
Q8NHP8	0.39
A0A0A0MT84	0.39
O14718	0.39
P03923	0.39
Q5U3C3	0.39
Q8NGE8	0.39
P54793	0.39
A0A075B6W3	0.39
Q12794	0.39
Q9BXU9	0.391
A6NDI0	0.391
P49588	0.391
Q86YL7	0.391
Q8NHU3	0.391
P55286	0.391
Q5RIA9	0.391
Q8NH85	0.391
Q9HB15	0.391
Q8NGL0	0.391
O75794	0.391
Q5TGU0	0.391
Q8IXN7	0.391
P41145	0.391
Q96DD7	0.391
P59544	0.391
Q9H2H9	0.391
P43220	0.391
Q86VV4	0.391
Q96QG7	0.391
Q75MW2	0.391
Q96J42	0.391
Q86UW1	0.391
Q5MY95	0.391
Q9H426	0.391
Q52M75	0.391
P52744	0.391
P78539	0.391
Q8N4F0	0.392
Q8N1I8	0.392
Q9NZY2	0.392
P55157	0.392
Q9ULT0	0.392
Q9Y5E2	0.392
Q9Y5F2	0.392
Q9P0J1	0.392
Q8NGG2	0.392
Q6PEZ8	0.392
Q9HBX9	0.392
Q8N8Q9	0.392
Q68D42	0.392
Q9UKL2	0.393
Q9Y421	0.393
O43506	0.393
P61254	0.393
Q16613	0.393
Q8TAG9	0.393
Q8TBE7	0.393
Q08426	0.393
Q16667	0.393
A6NNV3	0.393
P59282	0.393
A0A075B708	0.393
Q12836	0.393
Q53S99	0.393
P06239	0.393
P10124	0.393
P46734	0.393
P18564	0.393
O95561	0.393
A0A075B6U9	0.393
Q0P6H9	0.393
Q8N145	0.393
Q6P1K1	0.393
Q00994	0.393
Q8NAQ8	0.393
Q6IA69	0.393
Q9HA47	0.393
Q9H4B7	0.393
A6NM03	0.394
O60931	0.394
Q96LA6	0.394
Q8IZ83	0.394
P59535	0.394
Q8TCG1	0.394
B0YJ81	0.394
P19823	0.394
Q9Y6Z5	0.394
Q92839	0.394
P21854	0.394
O60478	0.394
P34741	0.394
Q96M93	0.394
P05107	0.394
P14921	0.394
Q86UK0	0.394
P40879	0.394
B7U540	0.394
Q9H490	0.394
Q7Z2R9	0.394
Q9NQN1	0.394
Q6ZSS3	0.394
Q8N1F7	0.394
Q8NH73	0.394
Q9UQ49	0.394
A0A075B710	0.394
Q6P2I7	0.394
A0A8I5QKY2	0.394
P55344	0.394
O75888	0.394
Q9UIF3	0.394
Q9UNW8	0.394
Q9BTD1	0.395
Q96R67	0.395
P62891	0.395
Q9ULI2	0.395
Q0GE19	0.395
Q6PIY7	0.395
P28221	0.395
Q86UW8	0.395
Q6UWJ1	0.395
Q8NG06	0.395
O15091	0.395
Q15049	0.395
P17405	0.395
Q8NH51	0.396
Q9NX02	0.396
A0A075B709	0.396
O43172	0.396
Q96LW2	0.396
P0DPA2	0.396
Q9UHV9	0.396
Q8NGL6	0.396
A0A0C5B5G6	0.396
Q6UWF3	0.396
P01350	0.396
Q8N9R6	0.396
Q15940	0.396
O75469	0.396
Q9BZW5	0.396
Q9NWD9	0.396
Q96NZ9	0.396
P12277	0.396
Q86UP6	0.396
P05156	0.396
P54108	0.396
Q9BYN0	0.396
Q96R72	0.397
Q9NY87	0.397
Q9P2R3	0.397
O43699	0.397
O14737	0.397
Q7Z5J1	0.397
Q15034	0.397
Q8TEW6	0.397
Q8N912	0.397
P0C1H6	0.397
Q9UNW1	0.397
P22303	0.397
Q96GE6	0.397
Q8NAU1	0.397
O75618	0.397
A6NL99	0.397
Q86UQ4	0.397
O95665	0.397
Q9HCX4	0.397
Q9BYJ4	0.397
Q9UKT4	0.397
O60930	0.397
P07686	0.397
Q7RTR8	0.397
Q5BKU9	0.397
Q9NYZ2	0.398
Q8NE62	0.398
Q8NGM8	0.398
Q9BUU2	0.398
Q8NGH5	0.398
P08865	0.398
Q6JQN1	0.398
P49019	0.398
P62068	0.398
I1YAP6	0.398
P41226	0.398
Q6P499	0.398
Q8NGT1	0.398
A2RUQ5	0.398
Q6IF63	0.398
Q09328	0.398
Q9NYW1	0.398
P26012	0.398
Q8NGH3	0.398
Q9Y2V7	0.398
P59534	0.398
Q9N2J8	0.398
Q8NH41	0.398
Q5T4B2	0.398
A0A075B6Z5	0.398
Q9NP94	0.398
Q6A162	0.398
Q12926	0.399
P0C7N1	0.399
Q96FE7	0.399
Q8NHC5	0.399
Q8TCT8	0.399
P01031	0.399
P47804	0.399
O76011	0.399
P11836	0.399
A0A0A0MT86	0.399
Q8IUD6	0.399
Q9BXV9	0.399
Q8N0W3	0.399
P31391	0.399
A7E2S9	0.399
Q9NVH2	0.399
Q6P179	0.399
A0A075B6W9	0.399
O95297	0.399
Q9H3S1	0.399
P26717	0.399
Q9NRD5	0.399
Q8N0Z6	0.399
Q9H106	0.399
Q8WV15	0.399
Q9UGJ1	0.399
Q2HXU8	0.399
Q6P9A2	0.399
Q9Y5L2	0.399
Q969V1	0.399
P06858	0.4
P04180	0.4
Q5JUX0	0.4
Q8TDQ1	0.4
Q9BXU2	0.4
Q9H4I3	0.4
O94829	0.4
Q96JW4	0.4
Q01453	0.4
Q9BUK6	0.4
Q9NZC7	0.4
P47895	0.4
P17041	0.4
Q9BU64	0.4
Q14833	0.4
O00311	0.4
P00414	0.4
Q8TDH9	0.4
Q8N4N3	0.4
P46783	0.4
Q9ULW8	0.4
P0DJ93	0.401
Q9NS75	0.401
Q9NWR8	0.401
Q8IUC4	0.401
Q05329	0.401
A6NHG9	0.401
Q7L1Q6	0.401
Q9UFG5	0.401
Q9Y4Z0	0.401
Q5K130	0.401
Q9HAI6	0.401
P30550	0.401
Q13616	0.401
A0A8I5KYW3	0.401
A0A075B6Y2	0.401
A6NKK0	0.401
Q9P1P5	0.401
Q9BQC3	0.401
P03897	0.401
Q08043	0.401
O43264	0.401
Q6AZZ1	0.401
O00398	0.401
Q15393	0.401
P03951	0.401
Q9BVV7	0.402
Q96QV1	0.402
P56749	0.402
Q8NGA8	0.402
O15123	0.402
Q7L622	0.402
P34059	0.402
Q8TDU5	0.402
Q6NT04	0.402
Q8NDW8	0.402
Q8WXU2	0.402
Q9BVG9	0.402
Q8WUJ1	0.402
Q15847	0.402
P39905	0.402
Q99572	0.402
Q8NGI1	0.402
Q9H255	0.402
Q6TCH4	0.402
Q9Y6V7	0.402
Q8NEG7	0.402
P58181	0.402
Q8NGI3	0.403
Q02575	0.403
Q53GA4	0.403
Q8WWQ2	0.403
P12018	0.403
Q99633	0.403
Q9Y2G0	0.403
Q96HH4	0.403
Q8N3J9	0.403
Q07973	0.403
Q6YBV0	0.403
P32942	0.403
P52292	0.403
Q14973	0.403
Q9H1H1	0.403
P42766	0.403
Q6ZVE7	0.403
P50748	0.403
Q13239	0.403
P10909	0.403
Q15612	0.403
Q96Q80	0.403
Q9NWT8	0.403
Q5T7P6	0.403
Q99797	0.403
Q9UBX1	0.403
Q9HBH7	0.403
P0C623	0.403
Q8NGP3	0.403
Q14943	0.403
Q9GZZ0	0.403
P83731	0.403
P57075	0.403
Q8WVP7	0.403
P61619	0.403
Q8NCN5	0.403
A2A2V5	0.403
P23381	0.404
Q9BQ75	0.404
P32302	0.404
Q96HV5	0.404
Q9BR26	0.404
Q9BXY8	0.404
Q8NG99	0.404
O14744	0.404
A0A8I5KPI3	0.404
P29728	0.404
Q9NYW7	0.404
P0DQD5	0.404
P43320	0.404
P50391	0.404
Q9H478	0.404
A5D8T8	0.404
Q9Y5M1	0.404
Q8N292	0.404
Q495N2	0.404
Q3LHN1	0.404
P27361	0.405
A0A2R8YED5	0.405
P0DKB6	0.405
A0A075B6Z3	0.405
Q6ZVN7	0.405
P0C617	0.405
Q9NZP5	0.405
Q5VTL7	0.405
Q9BV35	0.405
Q8N300	0.405
A0A8V8TPC4	0.405
Q9Y2E8	0.405
Q8NGB6	0.405
Q00688	0.405
Q9UBU3	0.405
P15692	0.405
Q9Y3C0	0.405
Q6PXP3	0.405
P51993	0.405
P0C646	0.405
Q8TCG5	0.405
O15225	0.405
Q8N162	0.405
Q9ULK4	0.405
Q13467	0.405
Q9BPX6	0.405
P32248	0.405
Q9C010	0.405
Q9UBF2	0.405
Q8NGL4	0.406
Q8N146	0.406
P27487	0.406
Q53GT1	0.406
Q8NGX3	0.406
Q6IQ20	0.406
C9JLW8	0.406
Q5MJ70	0.406
A0A075B6X3	0.406
Q14525	0.406
O00230	0.406
Q6Y288	0.406
Q9BRT8	0.406
P51685	0.406
P08709	0.406
Q13557	0.406
P0DN80	0.406
P51686	0.406
P23142	0.406
P35558	0.406
Q8NGE3	0.406
Q13491	0.406
Q8NCF0	0.406
Q9HDC9	0.406
Q8NDG6	0.406
Q15438	0.406
P05408	0.406
P46663	0.406
A6NMS3	0.406
P13798	0.407
A0A096LP55	0.407
A0A075B6Y9	0.407
Q6YHU6	0.407
P08F94	0.407
Q9P2L0	0.407
A0A0A0MT69	0.407
P43307	0.407
Q8N7P1	0.407
A0A140TA62	0.407
Q8NH93	0.407
Q96DV4	0.407
O75508	0.407
Q8WUH6	0.407
Q6W0C5	0.407
Q8NGJ1	0.407
P48039	0.407
P37840	0.407
P19474	0.407
Q9BPU6	0.407
Q8NH89	0.407
A0A075B6V0	0.407
Q8NBQ7	0.408
Q96AJ9	0.408
P0DN82	0.408
O95755	0.408
P00749	0.408
Q8NFU4	0.408
Q96P20	0.408
P25786	0.408
P59536	0.408
Q16537	0.408
Q6IPR3	0.408
O15130	0.408
P60468	0.408
Q9H8W5	0.408
Q9UKY4	0.408
P07451	0.408
O00488	0.408
P33316	0.408
Q15404	0.408
Q15722	0.408
Q99678	0.408
Q86WX3	0.408
Q9UNS2	0.409
Q9BXU1	0.409
Q8NGJ5	0.409
P35414	0.409
Q9H239	0.409
O75607	0.409
Q8N2X6	0.409
P61574	0.409
Q8NGD1	0.409
A0A075B6V9	0.409
O15360	0.409
P58182	0.409
Q13606	0.409
A6NFQ7	0.409
O00115	0.409
P09661	0.409
Q9ULK6	0.409
Q9Y5E4	0.409
